hiatal hernia,0019284
thickening,UI-less
stranding,UI-less
pneumatosis,0333139
ischemia,0022116
myelocele,0086664
cervical spine fracture,0262414
degenerative joint disease,0029408
bloody stool,1321898
chest pain,0008031
chest pain,0008031
longterm pain,0150055
chest pain,0008031
sepsis,0243026
ischemic bowel,2004435
infectious colitis,0277524
urosepsis,0149801
ischemic bowel,2004435
diarrhea,0011991
diarrhea,0011991
diarrhea,0011991
urosepsis,0149801
pneumonia,0032285
diarrhea,0011991
low hematocrit,UI-less
coronary artery disease,1956346
myocardial infarction,0027051
respiratory alkalosis,0002064
metabolic acidosis,0220981
lactic acidosis,0001125
sepsis,0243026
renal failure,0035078
prerenal azotemia,0554309
cerebrovascular accident,0038454
ischemia,0022116
sepsis,0243026
ischemia,0022116
left-sided weakness,UI-less
weakness,1883552
bloody diarrhea,0151594
diarrhea,0011991
lesion,UI-less
lipase elevated,UI-less
pancreatitis,0030305
lipase levels,UI-less
abdominal complaint,0221098
lesion,UI-less
diarrhea,0011991
fluid-filled uterus,UI-less
uterine stripe,UI-less
Diarrhea,0011991
swallowing problems,0392678
urinary tract infection,0042029
Myocardial infarction,0027051
Left-sided weakness,UI-less
Lactic acidosis,0001125
Pancreatitis,0030305
Pneumonia,0032285
Urosepsis,0149801
Diarrhea,0011991
acute ST elevation myocardial infarction,1303258
chest pain radiating,0232289
ST elevations inferiorly,UI-less
ST elevations anteriorly,UI-less
chest tightness,0232292
chest tightness,0232292
complaints,UI-less
two-vessel coronary artery disease,0581375
ostial lesion,UI-less
left anterior descending artery thrombus,0264690
occluded,0028778
luminal irregularities,UI-less
lesion,UI-less
right coronary artery occluded,1290385
coronary artery stenosis,0242231
diseased,0012634
cardiac index,UI-less
Anxiety,0003469
coronary artery disease,1956346
jugular venous distension,ui-less
crackles,0034642
abdomen nontender,UI-less
abdomen obese,UI-less
murmurs,UI-less
decreased distal pulses bilaterally,UI-less
edema,0013604
hematoma,0018944
agitated,0085631
hematoma,0018944
Coronary artery disease,1956346
anterior ST elevation myocardial infarction,2882090
depressed cardiac index,UI-less
depressed cardiac output,UI-less
hemodynamics,UI-less
nonsustained ventricular tachycardia,2919575
MI,0027051
very low ejection fraction,UI-less
scarring,0008767
arrhythmia,0003811
acute anterior myocardial infarction,2349195
Congestive heart failure,0018802
left atrium dilated,0344720
left ventricular hypertrophy,0149721
hypokinesis,0086439
left ventricular systolic function depressed,UI-less
shortness of breath,0013404
congestive heart failure,0018802
poor ejection fraction,UI-less
anterior myocardial infarction,0340293
heart failure,0018801
Urinary tract infection,0042029
urinary tract infection,0042029
Acute anterior ST elevation myocardial infarction,1303258
Anxiety,0003469
Urinary tract infection,0042029
fatigue,0015672
weakness,1883552
NSCLC,0007131
PE,0034065
fatigue,0015672
tachypnea,0231835
PE,0034065
metastatic disease,2939419
metastases liver,0494165
metastases lungs,0153676
metastases soft tissues,0684686
metastases mesentary,0686147
metastases kidneys,0153685
metastases adrenals,0153691
low blood pressure,0232107
HCT improved,UI-less
DNR,UI-less
DNI,UI-less
chest pain,0008031
shortness of breath,0013404
fatigued,0015672
right flank pain,0423640
back pain,0004604
mass,UI-less
cough,0010200
mass,UI-less
mass,UI-less
NSCLC,0007131
abnormality,UI-less
chest pain,0008031
PE,0034065
metastatic disease,2939419
NSCLC,0007131
cough,0010200
lung mass,UI-less
mass,UI-less
enlarged paratracheal node,0520744
mediastinal LAD,0520743
highly atypical cells,UI-less
NSCLC,0007131
lung mass,UI-less
NSCLC,0007131
met,2939419
HTN,0020538
Hypercholesterolemia,0020443
LBP,0024031
asbestos exposure,UI-less
malignancy,1306459
NAD,UI-less
JVD,UI-less
decreased BS,0238844
w,0043144
r,0034642
r,0035508
Abd NT,UI-less
Abd ND,UI-less
edema,0013604
intention tremor,0234376
NCSLC,0007131
weakness,1883552
fatigue,0015672
lung cancer,0684249
work of breathing,0013404
diaphoretic,0700590
tachycardic,UI-less
comfort measures only,UI-less
Non small cell lung cancer,0007131
acute confusional state,UI-less
hypertension,0020538
hypercholestrolemia,0020443
confusion,0009676
confused,0009676
confusion,0009676
mumble,UI-less
frontal headache,0239886
pain,0030193
confusion,0009676
stroke,0038454
confusion,0009676
phonemic paraphasias,UI-less
R sided neglect,UI-less
R hemianopsia,UI-less
hemorrhage,0019080
mass,UI-less
edema,0013604
infarct,0021308
infarct,0021308
HA,0018681
diplopia,0012569
blurry vision,0344232
tinnitus,UI-less
vertigo,0042571
dysphagia,0011168
dysarthria,0013362
incoordination,0520966
focal numbness,0028643
focal weakness,1883552
fever,UI-less
chills,0085593
weight loss,UI-less
SOB,0013404
chest pressure,0438716
chest pain,0008031
palpitations,UI-less
nausea,0027497
vomitting,0042963
abdominal pain,0000737
constipation,0009806
diarrhea,0011991
muscle aches,0231528
joint pains,0003862
rash,0015230
dysuria,0013428
Hypertension,0020538
Ankylosing spondylitis,0038013
Left pleural effusion,0032227
trapped left lower lobe,2242587
fibrothorax,2724209
Hypertension,0020538
NAD,UI-less
lesions,UI-less
LAD,UI-less
carotid bruits,UI-less
thyromegaly,0018021
SEM,UI-less
r,0034642
w,0043144
r,0035508
Abd ND,UI-less
Abd NT,UI-less
HSM,0019214
masses,UI-less
c,0149651
c,0010520
e,0013604
rashes,0015230
petechiae,0031256
cannot name date,0233736
difficulty repeating,0233742
difficulty naming,0233736
phonemic paraphsias,UI-less
R sided neglect,UI-less
R hemianopsia,UI-less
neglect,UI-less
ptosis,0033377
nystagmus,0028738
facial asymmetry,1306710
facial weakness,0427055
tongue fasciculations,0239548
tongue atrophy,0241423
tongue protrudes midline,UI-less
tremor,0040822
rigidity,0026837
bradykinesia,0233565
pronator drift,1504476
dysmetria,0234163
ataxia,0004134
intracranial hemorrhage,0151699
atrophy,0333641
mass effect,UI-less
hydrocephalus,0020255
shift midline structures,UI-less
hypodensities,UI-less
prior infarctions,UI-less
calcifications,UI-less
intracranial hemorrhage,0151699
acute process,UI-less
hyperdensity,UI-less
calcification,UI-less
infarction,0021308
hemorrhage,0019080
hemorrhage,0019080
acute bleed,0333276
calcification,UI-less
hemorrhage,0019080
infarction,0021308
left atrium dilated,0344720
left ventricular hypertrophy,0149721
Left ventricular systolic  function hyperdynamic,UI-less
masses left ventricle,UI-less
thrombi left ventricle,0587044
ventricular  septal defect,0018818
masses,UI-less
vegetations aortic valve,0577870
mitral leaflets thickened,3164530
mitral valve prolapse,0026267
mass,UI-less
vegetation mitral valve,0577871
left ventricular inflow  pattern,UI-less
tricuspid leaflets thickened,2959459
systolic hypertension,0221155
vegetation pulmonic valve,0577795
mass,UI-less
pericardial effusion,0031039
vegetation,1285498
endocarditis,0014118
ICA stenosis,0340569
ICA stenosis,0340569
oral dysphagia,2315800
pharyngeal dysphagia,0267071
oral control,UI-less
swallow delay,UI-less
delayed laryngeal valve closure,UI-less
aspiration thin liquid,0232076
Aspiration,UI-less
coughs,0010200
clearing aspirate material,UI-less
trace aspiration,UI-less
oral control,UI-less
confusion,0009676
global aphasia,0234469
stroke,0038454
bradycardia,0428977
hypotension,UI-less
unresponsiveness,UI-less
bradycardia,0428977
hypotension,UI-less
pneumonia,0032285
sepsis,0243026
mental status,UI-less
hypercapnea,0020440
pneumonia,0032285
staph aureus pneumonia,2349530
mental status,UI-less
mental status,UI-less
neurologic deficits,UI-less
stroke,0038454
stroke,0038454
mental status changes,0278061
sepsis,0243026
respiratory failure,1145670
mental status,UI-less
swallowing function,UI-less
penumonia,0032285
afebrile,UI-less
fever,UI-less
pain,0030193
stroke,0038454
respiratory failure,1145670
aspiration pneumonia,0032290
hypertension,0020538
melena,0025222
syncopal episode,0039070
dyspnea on exertion,0231807
black stools,0025222
tarry stools,0025222
syncopal episode,0039070
fatigue,0015672
orthostatic,UI-less
guaiac-positive stool,UI-less
chest pain,0008031
shortness of breath,0013404
against medical advice,UI-less
weakness,1883552
lightheadedness,0220870
melena,0025222
nausea,0027497
vomiting,0042963
abdominal pain,0000737
ulcers duodenal,0013295
gastrointestinal bleeding,0017181
fevers,UI-less
chills,0085593
headache,0018681
nausea,0027497
vomiting,0042963
abdominal pain,0000737
Melena,0025222
Lightheadedness,0220870
dyspnea on exertion,0231807
syncope,0039070
epigastric pain,0232493
peptic ulcer disease,0030920
apparent distress,UI-less
pale,0030232
lesions,UI-less
third heart sound,UI-less
fourth heart sound,UI-less
murmurs,UI-less
abdomen nondistended,UI-less
abdomen nontender,UI-less
abdomen soft,UI-less
masses,UI-less
pale,UI-less
edema,0013604
abdominal pain,0000737
nausea,0027497
vomiting,0042963
significant bowel movements,UI-less
anemia,0002871
hematocrit increased,UI-less
Chronic duodenal ulcers,0341240
Anemia,0002871
Syncope,0039070
schizoaffective disorder,0036337
SI,UI-less
UC,0009324
COPD,0024117
pneumonia,0032285
suicidal ideation,UI-less
fall,UI-less
hypotensive,0520541
dehydration,0011175
atenolol intake,0568621
lightheadness,0220870
fell,UI-less
hit head,UI-less
nausea,0027497
vomiting,0042963
diziness,0012833
psychosocial stress,0038443
diarrhea,0011991
melena,0025222
hematochezia,UI-less
headache,0018681
hip pain,0019559
diziness,0012833
presyncopal,0700200
fell,UI-less
fecal incontinence,0015732
urinary incontinence,0042024
atenolol ovedose,0573210
foot pain,0016512
SBP's decreased,UI-less
symptoms,1457887
Atenolol overdose,0573210
dehydration,0011175
po intake,UI-less
COPD,0024117
Schizoaffective Disorder,0036337
Ulcerative Colitis,0009324
Suicidal Ideation,UI-less
diverticular rupture,UI-less
Osteoarthritis,0029408
rheumatic fever,0035436
Sydenham's chorea,0152113
Duodenal ulcer,0013295
Orthostatic Hypotension,UI-less
psychiatric illnesses,0004936
drug overdose,0029944
psychiatric illnesses,0004936
CAD,1956346
wheezes,0043144
murmurs,UI-less
rubs,UI-less
gallops,UI-less
ABD NT,UI-less
ABD ND,UI-less
HSM,0019214
edema,0013604
cyanosis,0010520
clubbing,0149651
Foot dislocation,0434694
Foot fracture,0272774
fall,UI-less
hypotensive,0520541
dehydration,0011175
ingestion of atenolol,0568621
Hypotension,0348663
dehydration,0011175
acute renal failure,0022660
atenolol overdose,0573210
taking multiple pills,0029944
AR,0003504
MR,0026266
wall motion abnormalities,UI-less
HCT drop,UI-less
iron deficiency,0240066
chronic disease,0008679
ulcerative colitis,0009324
COPD,0024117
wheezy,0043144
nicotine withdrawal,0028047
Foot pain,0016512
trauma,0175677
fracture,0016658
hypotension,UI-less
Schizoaffective D/O,0036337
SI,UI-less
overdose atenolol,0573210
SI,UI-less
AH,0233762
Ulcerative colitis,0009324
diarrhea,0011991
dehydration,0011175
acute renal insufficiency,0022660
dehydration,0011175
shortness of breath,0013404
wheezing,0043144
depression,0011581
Dizziness,0012833
Hypotension,0348663
dizziness,0012833
blurry vision,0344232
fainting,0039070
chest pain,0008031
difficulty breathing,0013404
falling down,UI-less
seizures,0036572
dilated aortic root,0238669
common carotid artery aneurysm,0264965
seizures,0036572
dilated aortic root,0238669
common carotid artery aneursym,0264965
seizures,0036572
GERD,0017168
common carotid aneursym,0264965
CAD,1956346
dry skin,0151908
c,0149651
c,0010520
e,0013604
supraclavicular mass,UI-less
supraclavicular nose,UI-less
pneumothorax,0032326
bilateral pleural effusions,0747635
common carotid aneurysm,0264965
seizures,0036572
heart murmur,UI-less
incision,0332803
incision,0332803
wounds,0332803
infection,0021311
redness,UI-less
drainage,0332799
pain,0030193
fever,UI-less
weight gain,UI-less
midline shift,UI-less
mass effect,UI-less
subdural hematomas,0018946
follow commands,UI-less
oriented,UI-less
somnolent,1540721
alert,UI-less
oriented times three,UI-less
responsive to painful stimulation,UI-less
left lower lobe pneumonia,0585104
enlarged pupil,UI-less
nonreactive pupil,UI-less
pupil sluggish,UI-less
subdural hematoma,0018946
herniated,0019270
positive gag,UI-less
cough,0010200
abdomen nontender,UI-less
abdomen soft,UI-less
bruising,0009938
alert,UI-less
following commands,UI-less
pneumocephalus,0032268
following commands,UI-less
anemia,0002871
DVT,0149871
left lower lobe pneumonia,0585104
aspiration pneumonia,0032290
nosocomial pneumonia,0949083
DNR,UI-less
congestive heart failure,0018802
respiratory distress,0476273
hypertension,0020538
afebrile,UI-less
spike a temperature,UI-less
left lower lobe pneumonia,0585104
pneumonia,0032285
type 1 diabetes,0011854
autonomic neuropathy,0259749
gastroparesis,0152020
chronic renal insufficiency,0022661
coronary artery disease,1956346
malignant hypertension,0020540
nausea,0027497
vomiting,0042963
abdominal pain,0000737
hypertensive urgency,0745138
abdominal pain,0000737
nausea,0027497
vomiting,0042963
blood in vomitus,UI-less
symptoms,0231217
fevers,UI-less
chills,0085593
diarrhea,0011991
chest pain,0008031
changes in vision,0042798
dizziness,0012833
symptoms,0231217
high blood pressure,2240377
Type 1 diabetes,0011854
autonomic neuropathy,0259749
gastroparesis,0152020
Malignant hypertension,0020540
poor control blood pressure,UI-less
abdominal pain,0000737
nausea,0027497
vomiting,0042963
Coronary artery disease,1956346
Chronic renal insufficiency,0022661
Weiss tears,0024633
Depression,0011581
diabetes,0011849
acute distress,UI-less
lymphadenopathy,UI-less
JVD,UI-less
murmurs,UI-less
rubs,UI-less
gallops,UI-less
Abdomen nondistended,UI-less
Abdomen nontender,UI-less
masses,UI-less
clubbing,0149651
cyanosis,0010520
edema,0013604
hypertension,0020538
symptoms,0231217
micturition,UI-less
intracystic pheochromocytoma,0031511
blood pressure labile,Ui-less
hypertension,0020538
blood pressure labile,UI-less
type 1 diabetes,0011854
elevated blood sugars,UI-less
Gastroparesis,0152020
gastroparesis,0152020
nausea,0027497
nausea,0027497
vomiting,0042963
symptoms,0231217
renal failure,0035078
Prerenal etiology,UI-less
hypertensive nephropathy,0848548
diabetic nephropathy,0011881
Malignant hypertension,0020540
Gastroparesis,0152020
Type 1 diabetes,0011854
Renal failure,0035078
nausea,0027497
pain,0030193
nausea,0027497
vomiting,0042963
abdominal pain,0000737
headache,0018681
symptoms,1457887
altered mental status,0278061
opioid overdose,0572061
change in mental status,0278061
schizoaffective disorder,0036337
anxiety,0003467
benzodiazepine abuse,0572933
suicidal ideation,UI-less
disruptive,0012734
OD'd,0029944
decreased responsiveness,0478662
mental status,UI-less
over medication,UI-less
poorly responsive,0478662
drooling,0013132
disoriented,0233407
pupils sluggish,UI-less
sleepy,UI-less
aspiration pneumonia,0032290
headache,0018681
visual changes,0547030
cough,0010200
nausea,0027497
vomiting,0042963
shortness of breath,0013404
chest pain,0008031
dysuria,0013428
abdominal pain,0000737
Schizoaffective disorder,0036337
multiple suicide attempts,0038663
OD,0029944
suicidal thoughts,UI-less
Anxiety,0003467
hepatitis C,0019196
head Injury,0018674
Bendoziadepine withdrawl seizure,0234547
Motrin OD,0572145
heroin abuse,0019337
Drug abuse,0013146
alcaholic hepatitis,0019187
EtOH abuse,0085762
DTs,0001957
Dysarthric speech,0013362
anicteric,UI-less
MM dry,0854113
LAD,UI-less
JVD,UI-less
thyromegly,0018021
m,UI-less
r,UI-less
g,UI-less
Decreased breath sounds,UI-less
crackles,0034642
wheezes,0043144
Abd ND,UI-less
Abd NT,UI-less
hepatosplenomegly,0019214
clubbing,0149651
cyanosis,0010520
edema,0013604
hallucinations,0018524
depression,0011581
hemorrhage,0019080
mass effect,UI-less
shift,UI-less
mucosal thickening,UI-less
soft tissue abnormalities,UI-less
intracranial hemorrhage,0151699
mass effect,UI-less
Chronic mucosal changes,UI-less
opacity,1265876
atelectasis,0004144
pleural effusion,0032227
atelectasis,0004144
Sinus tachycardia,0039239
nonspecific ST-T wave changes,UI-less
sinus tachycardia,0039239
ST-T wave changes,UI-less
Lung volumes are low,UI-less
atelectasis,0004144
pleural effusion,0032227
atelectasis,0004144
pneumonia,0032285
Altered mental status,0278061
Narcotic overdose,1578566
poorly responsive,0478662
knee pain,0231749
SI,UI-less
SI,UI-less
hearing voices,0424068
hurt himself,0480203
pscyh illness,0004936
Aspiration pneumonitis,1761609
asp pneumonia,0032290
chemical pneumonitis,0264458
aspiration,0032290
pna,0032285
WBC trended down,UI-less
afebrile,UI-less
respiratory status,UI-less
Substance abuse,0740858
substance abuse,0740858
Schizoaffective disorder,0036337
AH,0233762
hurting himself,0480203
hurt himself,0480203
Elevated blood glucose,UI-less
impaired glucose tolerance,0271650
altered mental status,0278061
opiod overdose,0572061
suicidal ideation,UI-less
schizoaffective disorder,0036337
intoxication,UI-less
Heard voices,0424068
hurt himself,0480203
schizoaffective disorder,0036337
hurt himself,0480203
hear voices,0424068
hurting someone else,UI-less
hurting yourself,0480203
three-vessel coronary artery disease,0340285
chest pain,0008031
chest pain,0008031
nausea,0027497
vomiting,0042963
pain,0030193
depressions in V3 through V6,UI-less
pain,0030193
coronary artery disease,1956346
three-vessel disease,0340285
abnormal wall motion activity,UI-less
diabetes mellitus type 2,0011860
hypertension,0020538
hypercholesterolemia,0020443
pale,0030232
weak,1883552
acute distress,UI-less
murmur,UI-less
jugular venous distension,UI-less
Abdominal nondistended,UI-less
Abdominal nontender,UI-less
edema,0013604
congestive heart failure,0018802
infiltrates,0332448
depressions in V3 through V6,UI-less
depression in 2,UI-less
T wave inversions V3 through 6,UI-less
T wave inversions 3,0520888
T wave inversions in 2,0520888
chest pain,0008031
pain,0030193
depression in 5,UI-less
depression in V4,UI-less
T wave inversions in V3 through 5,UI-less
unstable angina,0002965
pain,0030193
atrial fibrillation,0004238
breath sounds diminished,UI-less
murmurs,UI-less
Abdomen nondistended,UI-less
Abdomen nontender,UI-less
scars,2004491
edema,0013604
Coronary artery disease,1956346
Diabetes mellitus type 2,0011860
Hypertension,0020538
Hypercholesterolemia,0020443
aortic stenosis,0003507
aortic stenosis,0003507
one vessel coronary artery disease,0581374
orthopnea,0085619
paroxysmal nocturnal dyspnea,1956415
edema,0013604
sedentary,UI-less
degenerative joint disease,0029408
cerebrovascular accident,0038454
transient ischemic attack,0007787
atrial fibrillation,0004238
claudication,1456822
Aortic stenosis,0003507
Coronary artery disease,1956346
Degenerative joint disease,0029408
Murmur radiating,UI-less
systolic murmur,UI-less
ABDOMEN nontender,UI-less
ABDOMEN obese,UI-less
edema,0013604
atrial fibrillation,0004238
atrial fibrillation,0004238
sinus rhythm,UI-less
nausea,0027497
bilious emesis,0042963
small bowel obstruction,0235329
dilated loops,UI-less
stool impaction,UI-less
passing gas,0016204
small bowel obstruction,0235329
cancer,0006826
adhesions,0001511
chest tightness,0232292
shortness of breath,0013404
palpitations,UI-less
left ventricular hypertrophy,0149721
aortic stenosis,0003507
aortic insufficiency,0003504
mitral regurgitation,0026266
aortic stenosis,0003507
hypercholesterolemia,0020443
pericardial effusion,0031039
pericarditis,0031046
lipoma,0023798
apparent distress,UI-less
lymphadenopathy,UI-less
thyromegaly,0018021
Carotids murmurs,UI-less
holosystolic murmur,0232258
Abdomen nontender,UI-less
masses,UI-less
hepatosplenomegaly,0019214
cyanosis,0010520
clubbing,0149651
edema,0013604
atrial fibrillation,0004238
following commands,UI-less
moving extremities,UI-less
seizures,0036572
hypodensity,UI-less
hypodensity,UI-less
hypodensity,UI-less
following commands,UI-less
multiple infarcts,0333547
desaturated,UI-less
following commands,UI-less
coagulase negative Staphylococcus in blood,UI-less
confusion,0009676
mobile mass,UI-less
endocarditis,0014118
elevated liver function tests,UI-less
liver function tests,UI-less
Aortic stenosis,0003507
cerebrovascular accidents,0038454
Staphylococcus bacteremia,UI-less
Atrial fibrillation,0004238
hemetemesis,0018926
melena,0025222
EtOH abuse,0085762
cirrhosis,0023890
variceal bleed,0333106
hemetematsis,0018926
melena,0025222
non-bleeding varices,UI-less
bleeding gastric ulcer,0341164
non-bleeding varices,UI-less
esophageal ulceration,0151970
gastropathy,0038354
non-bleeding proximal stomach lesion,UI-less
abdominal pain,0000737
passing gas,0016204
L sided CP,0541828
CP,0008031
abdominal pain,0000737
SOB,0013404
HA,0018681
weakness,1883552
palpatations,UI-less
paresthesias,0030554
Alcoholism,0001973
w/d,0087169
seized,0036572
EtOH Cirrhosis,0023891
variceal bleed,0333106
inguinal hernia,0019294
HTN,0020538
Pancytopenia,0030312
EtOHism,0001973
variceal bleed,0333106
ecchymoses,UI-less
M,UI-less
R,UI-less
G,UI-less
Abd distended,UI-less
Abd NT,UI-less
HSM,0019214
caput medusa,UI-less
spider angiomata,UI-less
palmar erythema,UI-less
C,0149651
C,0010520
E,0013604
rashes,0015230
Nodular cirrhotic liver,UI-less
ascites,UI-less
edema,0013604
liver disease,0023895
Lesion stomach,0679408
bleeding,0019080
Varices esophagus,0014867
older clotted blood,UI-less
bleeding,0019080
ulceration esophagus,0151970
erythema,0041834
congestion,0700148
nodularity,0028259
portal gastrophathy,UI-less
hemetemesis,0018926
melena,0025222
bleeding gastric ulcer,0341164
nonbleeding esophageal varices,UI-less
non-bleeding esophageal varices,UI-less
ulcerations stomach,0038358
ulcerations esophagus,0151970
erythematous,0041834
congested,0700148
nodular,0028259
gastropathy,0038354
bleeding,0019080
heaped up mucosa,UI-less
hemorrhage,0019080
lesion,UI-less
gastric varix,0017145
bleed of gastropathy,0941011
bleeding ulcer,0333291
melenic stools,0025222
ascites,UI-less
liver was nodular,UI-less
hemetemesis,0018926
melena,0025222
chronic EtoH abuse,0001973
DT,0001957
NSVT,2919575
electrolyte loss,UI-less
alcoholic liver disease,0023896
pancytopenic,0030312
leukopenia,0023530
addiction,0085281
Gastrointestinal bleed,0017181
gastric lesion,0679408
bleeding esophageal varices,0155789
Liver cirrhosis,0023890
Esophageal varices,0014867
mitral regurgitation,0026266
ascites,UI-less
nausea,0027497
vomiting,0042963
bloody stools,1321898
dark stools,0474585
lightheadedness,0220870
dizziness,0012833
other concerns,0159028
fever,UI-less
wound drainage,0332799
fever,UI-less
purulent drainage,0333274
NIDDM,0011860
Arthritis,0003864
Anxiety,0003469
HTN,0020538
Depression,0011581
lymphadenopathy,UI-less
thyromegaly,0018021
carotids bruits,UI-less
R,UI-less
G,UI-less
M,UI-less
Abd masses,UI-less
Abd nontender,UI-less
hepatosplenomegaly,0019214
purulent drainage,0332799
wound,0332803
wound,0332803
MRSA,0343401
wound infection,0043241
bicuspid aortic valve,0149630
fatigue,0015672
exercise tolerance,UI-less
aortic stenosis,0003507
bicuspid aortic valve,0149630
aortic regurgitation,0003504
tortuous aorta,UI-less
sinus rhythm,UI-less
poor R wave progression,UI-less
skin lesions,0037284
lymphadenopathy,UI-less
thyromegaly,0018021
rales,0034642
rhonchi,0035508
grade IV/VI systolic ejection murmur,0232252
radiated throughout chest,UI-less
abdomen nondistended,UI-less
abdomen nontender,UI-less
peripheral edema,0085649
varicosities,0042345
carotid bruit,UI-less
sinus rhythm,UI-less
agitated,0085631
sinus rhythm,UI-less
distress,UI-less
peripheral edema,0085649
sinus rhythm,UI-less
decreased breath sounds,UI-less
sinus rhythm,UI-less
flatus,0016204
bowel movement,UI-less
JVP,UI-less
peripheral edema,0085649
Type B Aortic Dissection,0340647
aortic dissection,0340643
back pain,0004604
Type B aortic dissection,0340647
chest pain,0008031
shortness of breath,0013404
memory loss,0751295
COPD,0024117
prostate ca,0600139
back pain,0004604
aneurysm of carotid artery,0340639
oriented to person only,UI-less
white plaque,UI-less
LAD,UI-less
JVD,UI-less
HEART irreg irreg,UI-less
mrg,UI-less
ABD nontender,UI-less
ABD distended,UI-less
edema,0013604
type B intramural hematoma,UI-less
atherosclerotic disease,0004153
mural thrombus,0333205
aneurysmal renal artery,0155742
aneurysmal dilatation,UI-less
renal mass,UI-less
primary renal neoplasm,0740457
noncalcified nodule,0028259
noncalcified granuloma,0018188
calcified nodules,UI-less
Cholelithiasis,0008350
type B aortic dissection,0340647
Aortic dissection Type B,0340647
intramural hematoma Type B,UI-less
COPD,0024117
COPD,0024117
renal mass,UI-less
renal cell cancer,0007134
atypical uroepithelial cells,0522580
prostate cancer,0600139
nodule,0028259
pain,0030193
Aortic dissection,0340647
shortness of breath,0013404
chest pain,0008031
back pain,0004604
symptom,1457887
mass right kidney,UI-less
left lower quadrant pain,0238551
bowel movements,UI-less
blood in the stool,1321898
vaginal bleeding,0151706
urinary symptoms,0426359
dysuria,0013428
fevers,UI-less
chest pain,0008031
left bundle branch block,0023211
tachycardia,UI-less
pulmonary embolism,0034065
hypertensive crisis,0020546
PPD positive,UI-less
Chronic renal insufficiency,0022661
Diabetes mellitus,0011849
Transient ischemic attacks,0007787
Peripheral vascular disease,0085096
Chronic obstructive pulmonary disease,0024117
asthma,0004096
Coronary artery disease,1956346
pulmonary embolism,0034065
myocardial infarctions,0027051
blood pressure decreasing,0232107
obese,0028754
respiratory distress,0476273
raccoon eyes,UI-less
bruits,UI-less
jugular venous distention,UI-less
Breath sounds coarse,0231859
rales,0034642
tachycardic,UI-less
murmurs,UI-less
rubs,UI-less
gallops,UI-less
abdomen tenderness left lower quadrant,2585306
abdomen tenderness,0232498
abdomen distended,UI-less
cyanosis,0010520
clubbing,0149651
edema,0013604
oriented to place or time,UI-less
fundi obscured,UI-less
cataracts,0521707
nystagmus,0028738
conjunctival hemorrhage,0009760
Racoon's eyes,UI-less
battle signs,UI-less
hemotympanum,0019125
jugular venous distention,UI-less
pleural rub,UI-less
abdomen tenderness left lower quadrant,2585306
abdomen distended,UI-less
abdomen soft,UI-less
positive bowel sounds,UI-less
bruise,0009938
cardiopulmonary process,UI-less
pulmonary embolus,0034065
pleural calcifications,0264541
calcifications,UI-less
volume loss,UI-less
fibrothorax,2724209
inflammatory process,0021368
traction bronchiectasis,0264361
intracranial hemorrhage,0151699
skull fracture,0037304
cardiac issues,UI-less
tachycardia,UI-less
left bundle branch block,0023211
fall,UI-less
racoon's eyes,UI-less
intra-cranial bleeding,0151699
skull fracture,0037304
cardiac process,UI-less
abdominal tenderness,0232498
Telemetry events,UI-less
abdominal pain,0000737
urinary tract infection,0042029
chronic obstructive pulmonary disease,0024117
reactive component,UI-less
myocardial infarction,0027051
pulmonary embolism,0034065
intracranial process,UI-less
chronic abdominal pain,0232491
Diabetes mellitus,0011849
Asthma,0004096
aortic stenosis,0003507
aortic insufficiency,0003504
left ventricular function,UI-less
aortic regurgitation,0003504
aortic stenosis,0003507
congestive heart failure,0018802
chronic back pain,0740418
itching,0033774
lactose intolerant,0022951
vegetations,1285498
infectious disease,0009450
fever,UI-less
elevation white blood cell count,0023510
infectious disease,0009450
hemodynamic complications,UI-less
afebrile,UI-less
murmur,UI-less
abdomen nondistended,UI-less
abdomen nontender,UI-less
peripheral edema,0085649
pain,0030193
infectious disease,0004623
urinary tract infection,0042029
Aortic stenosis,0003507
aortic regurgitation,0003504
Tracheobronchomalacia,0340231
chronic cough,0010201
dyspnea on exertion,0231807
upper respiratory infections,0041912
secretions,UI-less
breathing,UI-less
cough,0010200
left lower lobe pneumonia,0585104
Hypertension,0020538
Hypercholesterolemia,0020443
CAD,1956346
MI,0027051
GERD,0017168
OSA,0520679
Tracheobronchomalacia,0340231
Basal cell carcinoma,0007117
Squamous cell carcinoma of the skin,0553723
Melanoma,0025202
Prostate cancer,0376358
Diverticular disease,1510475
Inguinal hernia,0019294
exposed to asbestos,UI-less
prostate cancer,0376358
Alzheimer's,0002395
lung cancer,0684249
coughing,0010200
LAD,UI-less
carotid bruits,UI-less
m,UI-less
r,UI-less
g,UI-less
rhonchi,0035508
inspiratory wheezes,0231874
Abdomen tenderness,0232498
Abdomen rebound,UI-less
Abdomen ND,UI-less
Abdomen NT,UI-less
masses,UI-less
Ext warm,UI-less
edema,0013604
rashes,0015230
lesions,UI-less
opacity,1265876
effusion,0013687
atelectasis,0004144
infectious consolidation,UI-less
pneumothorax,0032326
Mediastinal emphysema,0025062
subcutaneous emphysema,0038536
right pneumothorax,0546333
pneumothorax,0032326
bilateral pleural effusions,0747635
loculated,1265808
aorta dilated,0265004
tortuous,UI-less
consolidations,0521530
pleural effusions,0032227
loculation effusion,1265808
pneumothorax,0032326
tracheobronchomalacia,0340231
